"""Key""",Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,_data_extraction_status,_hylkäyskriteeri,_jatkotutkimusaiheet 1,_kohderyhmä,_konteksti,_mukana_tiedokeruupilotissa,_n,_perehdytyskäytännöt,_snowballing tehty,_suositukset,_test_retest,_test_retest_tarkempi_syy_hylkäykselle,_tulokset,_tutkimusmenetelmät,_tutkimustyyppi,_twiitti,_valittuKatsaukseen
VZXP4G9Q,journalArticle,2018,"Yu, Difeng; Fan, Kaixuan; Zhang, Heng; Monteiro, Diego; Xu, Wenge; Liang, Hai-Ning",PizzaText: Text Entry for Virtual Reality Systems Using Dual Thumbsticks,IEEE Transactions on Visualization and Computer Graphics,,1941-0506,10.1109/TVCG.2018.2868581,,"We present PizzaText, a circular keyboard layout technique for text entry in virtual reality (VR) environments that uses the dual thumbsticks of a hand-held game controller. Text entry is a common activity in VR environments but remains challenging with existing techniques and keyboard layouts that is largely based on QWERTY. Our technique makes text entry simple, easy, and efficient, even for novice users. The technique uses a hand-held controller because it is still an important input device for users to interact with VR environments. To allow rapid search of characters, PizzaText divides a circle into slices and each slice contains 4 characters. To enable fast selection, the user uses the right thumbstick for traversing the slices, and the left thumbstick for choosing the letters. The design of PizzaText is based on three criteria: efficiency, learnability, and ease-of-use. In our first study, six potential layouts are considered and evaluated. The results lead to a design with 7 slices and 4 letters per slice. The final design is evaluated in a five-day study with 10 participants. The results show that novice users can achieve an average of 8.59 Words per Minute (WPM), while expert users are able to reach 15.85 WPM, with just two hours of training.",2018-11,"December 22, 2022 12:47 PM (GMT)","December 22, 2022 12:47 PM (GMT)",,2927-2935,,11,24,,,,,,,,,,,,,,,,,,,,,Training; Google; Games; Virtual reality; circular keyboard layout; dual-joystick input; Fans; game controller; Keyboards; Layout; selection keyboard; text entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muu aihe,,,,,,,No,,,,,,,,
W3C4NHEY,conferencePaper,2004,"Dagada, Rabelani; Jakovljevic, Maria",'Where Have All the Trainers Gone?' E-Learning Strategies and Tools in the Corporate Training Environment,Proceedings of the 2004 Annual Research Conference of the South African Institute of Computer Scientists and Information Technologists on IT Research in Developing Countries,,,,,"Online learning (also known as e-learning) will ultimately become the new training paradigm, taking its place alongside traditional contact situation training and changing the face of training generally. A number of trends, which include technological developments and the growth of the Internet, have accelerated the move to e-learning in educational institutions and the corporate world. Technology and the Internet facilitate a more active role in the training process. There is a gap in the literature as to which online tools and learning strategies are suitable for human resources development in the corporate training environment. The aim of this paper is to identify and discuss e-learning strategies and tools for human resources development in the corporate training environment in South Africa. The study may provide important insights into the future integration of online learning by South African companies, human resources development managers and policy formulators. This research was based on a qualitative research approach where individual interviews, focus group interviews, observation and document analysis were used to gather data. The participants in the research were corporate trainers, managers and trainees in 15 South African companies in which online learning is used as a training delivery mode. This study tried to involve companies in different industrial sectors. These included the energy, mining, insurance, banking, telecommunication, and services industrial sectors. In this study convenience sampling was used. The findings of this study appear to indicate that organisations in South Africa were competent in the integration of online learning for human resources development in the corporate training environment. This could be attributed to the fact managers and facilitators were using various strategies, techniques and online tools in their endeavours to integrate online learning in their training environment. The above-mentioned competence holds great promise for the future of the level of productivity in South African organisations.",2004,"December 22, 2022 12:47 PM (GMT)","December 22, 2022 12:47 PM (GMT)",,194–203,,,,,,,SAICSIT '04,,,,South African Institute for Computer Scientists and Information Technologists,ZAF,,,,,,,,"event-place: Stellenbosch, Western Cape, South Africa",,,,management; online learning; corporate training environment; measurement; online learning strategies; online tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muu aihe,,,,,,,No,,,,,,,,
W3MXVRCP,conferencePaper,2019,"You, M.; Yin, J.",Real-Time Visualization of Neural Network Training to Supplement Machine Learning Education,"2019 9th IEEE Integrated STEM Education Conference, ISEC 2019",,,10.1109/ISECon.2019.8882046,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075015705&doi=10.1109%2fISECon.2019.8882046&partnerID=40&md5=16427fb09edc66815e860b271c587a2f,"In machine learning, neural networks have excelled at performing tasks at a high level with a simple and flexible implementation. Neural networks are particularly well-suited for novice programmers due to the availability of open-source libraries like TensorFlow and Caffe. However, novice programmers often neglect to learn beyond the black-box behaviors that these libraries provide. Introductory college students often lack the understanding of neural network internals, such as hidden layers and activation functions, and their interactions during training, which are crucial to efficiently solving more complex problems. Here, we present Omega3, a device that opens up the black-box of neural networks by visually representing how hidden layers behave during training in real-time. In addition, Omega3 provides an engaging tactile and visual educational experience to students, and waives the requirement for a strong programming background in order to learn about neural networks. In this paper, we will discuss the fabrication and set-up of Omega3 as well as evaluate and compare Omega3 to traditional lecture-based learning. © 2019 IEEE.",2019,"December 22, 2022 12:47 PM (GMT)","December 22, 2022 12:47 PM (GMT)",,371-374,,,,,,,,,,,Institute of Electrical and Electronics Engineers Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muu aihe,,,,,,,No,,,,,,,,
W4NCTLCU,conferencePaper,2021,"Tubino, Laura; Schneider, Jean-Guy; Cain, Andrew; Thiruvady, Dhananjay; Ranaweera, Chathu",Reforming Assessment: Challenges beyond Design,Proceedings of the 43rd International Conference on Software Engineering: Joint Track on Software Engineering Education and Training,978-0-7381-3320-1,,10.1109/ICSE-SEET52601.2021.00017,https://doi-org.ezproxy.jyu.fi/10.1109/ICSE-SEET52601.2021.00017,"Promoting evidence-based assessment practices at scale across different disciplines is a challenge. Feedback, although powerful for affecting change in students, is not always adequately implemented. An assessment framework based on strong formative feedback and other evidence-based educational practices was designed to give capstone project students an authentic learning experience, and was deployed across all our Software Engineering capstone project units involving more than 700 students and app. 30 academic staff members per teaching period. The scale of our setting raised the question about consistent and faithful implementation of the framework and its guiding principles, essential for achieving the assessment framework outcomes and equitability for students. In this study, we explore the challenges of implementing assessment practice at scale and report on our findings and support strategies in order to facilitate consistent engagement of teaching staff. The findings of our study form the building blocks of a decision-making framework to guide the implementation of ongoing pedagogical innovations at scale.",2021,"December 22, 2022 12:47 PM (GMT)","December 22, 2022 12:47 PM (GMT)",,78–88,,,,,,,ICSE-JSEET '21,,,,IEEE Press,,,,,,,,,"event-place: Virtual Event, Spain",,,,fidelity of implementation; formative feedback; teaching evaluation; team project-based assessment and framework,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muu aihe,,,,,,,No,,,,,,,,
W4QQ2PQP,conferencePaper,2010,"Braga, José R.G.; Mendes, Joice B.; Júnior, Laércio A B; Ramos, Alexandre C.B.",Modeling of System Software for Computer Based Training,2010 Seventh International Conference on Information Technology: New Generations,,,10.1109/ITNG.2010.10,,"With major technological advances and to reduce the cost of training apprentices for real-time critical systems, it was necessary to the development of Intelligent Tutoring Systems for training apprentices in these systems. These systems, in general, have interactive features so that the learning is actually more efficient, making the learner is more familiar with the mechanism in question. In the home stage of learning, tests are performed to obtain the student's income, a measure on their use. The aim of this paper is to present the modeling of Tutorial of Intelligent Systems using the UML language. The various steps of the analysis are considered the diagrams required to build a general model, whose purpose is to present the different perspectives of its development.",2010-04,"December 22, 2022 12:47 PM (GMT)","December 22, 2022 12:47 PM (GMT)",,1051-1056,,,,,,,,,,,,,,,,,,,,,,,,Education; Information technology; Employee welfare; Artificial intelligence; Computer aided instruction; Computer displays; Costs; E-learning; Hypermedia; Intelligent systems; Simulator; System software; UML; Unified modeling language,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muu aihe,,,,,,,No,,,,,,,,
W98KBW8E,conferencePaper,2011,"Eng, N.; Bracewell, R.; Aurisicchio, M.; Armstrong, G.","More space to think: Eight years of visual support for rationale capture, creativity and knowledge management in aerospace engineering",Proceedings of the ASME Design Engineering Technical Conference,,,10.1115/DETC2011-47911,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863560618&doi=10.1115%2fDETC2011-47911&partnerID=40&md5=53cc2f1e2f7c61be05fda71200e99c44,"Concept mapping software is emerging as a powerful tool for supporting complex thinking. The Decision Rationale editor (DRed) provides an illustrative example from industry. Eight years after its development, 700+ engineers in Rolls- Royce have received direct training, others have adopted it independently and it is increasingly used for knowledge management, creativity and communication. This study seeks lessons from these experiences to inform broader map-based tools and methods development. Semi-structured interviews were performed with 11 professionals ranging from junior engineers to chief designers. A qualitative analysis of transcripts and sample maps examined the value of new features and methods in practical contexts. Results suggest mapping is often the ""path of least resistance"" to organise unstructured ideas and conflicting perspectives. The flexible nature of maps, however, presents challenges for standardising methods. Feature development will require a continued balance of simplicity, learnability and functionality supported by integrated help documentation. Copyright © 2011 by ASME.",2011,"December 22, 2022 12:47 PM (GMT)","December 22, 2022 12:47 PM (GMT)",,225-235,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muu aihe,,,,,,,No,,,,,,,,
W9P92A3F,conferencePaper,2002,"Barden, Leslie",How to Grow a Training Program on a Shoestring,Proceedings of the 30th Annual ACM SIGUCCS Conference on User Services,1-58113-564-5,,10.1145/588646.588697,https://doi-org.ezproxy.jyu.fi/10.1145/588646.588697,"This paper discusses a wide variety of techniques used in developing a lively program of free short courses at the National Institutes of Health. In 1989, the Computer Training Program offered 44 subjects attended by fewer than 1800 students. In 2001, 170 different subjects were offered, attended by 7884 students. Since no one pays to attend, costs must be kept to an absolute minimum. The majority of the instructors are volunteers from a wide variety of sources. In addition to offering many practical tips and techniques, the presentation will inspire those attending with a vision of how a computer training program tuned to the needs of an organization can be created by drawing primarily on existing internal resources.",2002,"December 22, 2022 12:47 PM (GMT)","December 22, 2022 12:47 PM (GMT)",,216–217,,,,,,,SIGUCCS '02,,,,Association for Computing Machinery,"NY, New York, USA",,,,,,,,"event-place: Providence, Rhode Island, USA",,,,cost saving; instructor-led training; management; performance; public relations; publicity; return on investment; volunteers; web-based training,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muu aihe,,,,,,,No,,,,,,,,
WBXUMQ3C,conferencePaper,2022,"Verma, Darshna; Pandita, Deepika",Transforming the Training Programs by Leveraging Employee Value Proposition for Employer Branding,2022 International Conference on Sustainable Islamic Business and Finance (SIBF),,,10.1109/SIBF56821.2022.9940070,,"The IT Industry has seen an era of significant attrition which impedes its growth in the most suitable economy for technology businesses. To cater to the issue of high attrition and attract the best talent, one key aspect could be leveraging its entry-level training program for new joiners (Engineers & Non-engineers). The purpose of this paper is to explain the importance of leveraging training programs for better Employer Branding to retain and attract talent in the era of high attrition and competition. This paper is based on primary research on current branding practices of the IT companies in India and the choice of employer survey for the entry-level talent pool. The authors studied the Employer Branding strategies of various IT organizations in the country to compare and assess their USPs and the practices in place, which may give them a competitive advantage. The authors have identified how the training programs can be structured to promise career growth to the employees and help the industry build a strong talent pool. The authors have also proposed a Six-factor model for Entry level talent programs in IT companies that outlines the hygiene factors and motivators to attract the best talent and make the company their choice of employer.",2022-10,"December 22, 2022 12:47 PM (GMT)","December 22, 2022 12:50 PM (GMT)",,272-275,,,,,,,,,,,,,,,,,,,,,,,,attrition; Brand management; Companies; employee value proposition; employer branding; Engineering profession; entry-level talent pool; Finance; Industries; multi-stacking; software developer; Training,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muu aihe,,,,,,,No,,kyllä,"Kontekstina työnantajabrändäys, ei perehdyttäminen: “Tämä asiakirja perustuu tutkimukseen intialaisten tietotekniikkayritysten nykyisistä brändikäytännöistä ja työnantajatutkimuksen valinnasta tulokkaiden osalta.”",,,,työnantajabrändäys,ehkä
WCCUK2VT,conferencePaper,1988,"Lempp, Peter; Rainer, Alex",Tool technology transfer: Case and the human factor.,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0024129029&partnerID=40&md5=394e43dc66bfe151ac8dddd7559fa39d,"Results of a user survey conducted to identify potential difficulties associated with the introduction of computer-aided software engineering (CASE) support into an organization are presented. These results indicate that a good training program, followed by support during initial application in (pilot) projects, solves introductory problems. For permanent acceptance by software developers, however, benefits for the individual engineer, such as less work when changes are needed, fully automatic documentation and code generation, and less effort to explain project details to new team members, must be made transparent.",1988,"December 22, 2022 12:47 PM (GMT)","December 22, 2022 12:47 PM (GMT)",,101-102,,,,,,,,,,,"Publ by IEEE, Piscataway, NJ, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liian vanha,,,,,,,No,,,,,,,,
WDF5UT4T,conferencePaper,2022,"Yang, Zhou; Shi, Jieke; He, Junda; Lo, David",Natural Attack for Pre-Trained Models of Code,Proceedings of the 44th International Conference on Software Engineering,978-1-4503-9221-1,,10.1145/3510003.3510146,https://doi-org.ezproxy.jyu.fi/10.1145/3510003.3510146,"Pre-trained models of code have achieved success in many important software engineering tasks. However, these powerful models are vulnerable to adversarial attacks that slightly perturb model inputs to make a victim model produce wrong outputs. Current works mainly attack models of code with examples that preserve operational program semantics but ignore a fundamental requirement for adversarial example generation: perturbations should be natural to human judges, which we refer to as naturalness requirement.In this paper, we propose ALERT (Naturalness Aware Attack), a black-box attack that adversarially transforms inputs to make victim models produce wrong outputs. Different from prior works, this paper considers the natural semantic of generated examples at the same time as preserving the operational semantic of original inputs. Our user study demonstrates that human developers consistently consider that adversarial examples generated by ALERT are more natural than those generated by the state-of-the-art work by Zhang et al. that ignores the naturalness requirement. On attacking CodeBERT, our approach can achieve attack success rates of 53.62%, 27.79%, and 35.78% across three downstream tasks: vulnerability prediction, clone detection and code authorship attribution. On GraphCodeBERT, our approach can achieve average success rates of 76.95%, 7.96% and 61.47% on the three tasks. The above outperforms the baseline by 14.07% and 18.56% on the two pre-trained models on average. Finally, we investigated the value of the generated adversarial examples to harden victim models through an adversarial fine-tuning procedure and demonstrated the accuracy of CodeBERT and GraphCodeBERT against ALERT-generated adversarial examples increased by 87.59% and 92.32%, respectively.",2022,"December 22, 2022 12:47 PM (GMT)","December 22, 2022 12:47 PM (GMT)",,1482–1493,,,,,,,ICSE '22,,,,Association for Computing Machinery,"NY, New York, USA",,,,,,,,"event-place: Pittsburgh, Pennsylvania",,,,pre-trained models; adversarial attack; genetic algorithm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muu aihe,,,,,,,No,,,,,,,,
WGD8S4A2,conferencePaper,2006,"Wu, Zhen; Cohoon, J. McGrath; Neesen, Kathy",Action and Intention: Considering the Relationship between Educational Software and Gendered Career Interests,Proceedings. Frontiers in Education. 36th Annual Conference,,,10.1109/FIE.2006.322513,,"Educational software can be a valuable tool for teaching and learning at the pre-college level, where the foundation is laid for entry into technology-related fields like computer science and engineering. Like all technology, the promise of educational software to advance learning and spark career interest in these areas also comes with the potential for unintended and unwanted consequences. One of these consequences is gendered outcomes in learning and career interest. Oversight of gender issues in the design and application of educational software, as well as the way it used by teachers in the classroom, can result in technology-based educational experiences that are more appealing to boys than girls, and that ultimately reinforce the gender imbalance in science and technology majors. As a first step toward understanding how educational software design and teacher implementation can achieve and promote gender balance, this paper brings together research from education, sociology, psychology, and computing to explore the interaction between gender and technology education",2006-10,"December 22, 2022 12:47 PM (GMT)","December 22, 2022 12:47 PM (GMT)",,19-24,,,,,,,,,,,,,,,,,,,,ISSN: 2377-634X,,,,Computer science; Education; Sociology; Application software; Engineering profession; Psychology; Software tools; gender; Software design; Educational technology; Educational software; Sparks; teacher training,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muu aihe,,,,,,,No,,,,,,,,
WHGRYNMH,conferencePaper,2007,"Langerman, M.; Arbegast, W.; Dolan, D.",Project-based software application analyses in undergraduate heat transfer,"ASEE Annual Conference and Exposition, Conference Proceedings",,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029108696&partnerID=40&md5=805905d219f9cefba723627820018a10,"As new engineering analysis software codes for mechanical engineers become available, it is incumbent upon academic programs to introduce students to these tools and for the students to develop at least rudimentary skills in the application of these codes. The issue that arises is how to effectively introduce these tools into a curriculum that is already crowded. As engineering programs struggle to find accommodations, many students reach their senior year before realizing an opportunity to apply these sophisticated analysis methods- frequently with little or no training. A recurring example is that of students' a priori construction of a system component followed by a perfunctory stress analysis using a commercial computer code. Often the analysis performed is irrelevant or incomplete. The notion of analysis being an essential element in the design process can be lost in the minds of many students. Therefore, the ME department faculty at SDSM&T together with campus partners are integrating into the traditional junior-level core curriculum project-based software applications and tools such as FLUENT and ABAQUS. This paper discusses a proposed option to the traditional offering of an undergraduate course in heat transfer. The method proposed brings project-based learning and analysis applications into the classroom in a novel way. © American Society for Engineering Education, 2007.",2007,"December 22, 2022 12:47 PM (GMT)","December 22, 2022 12:47 PM (GMT)",,,,,,,,,,,,,American Society for Engineering Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oppilaitosten tai opiskelijoiden näkökulma,,,,,,,No,,,,,,,,
WJXR5XP9,conferencePaper,2019,"Meah, K.",Incorporating major design experiences for electrical and computer engineering undergraduate students,"1st International Conference on Robotics, Electrical and Signal Processing Techniques, ICREST 2019",,,10.1109/ICREST.2019.8644335,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063074369&doi=10.1109%2fICREST.2019.8644335&partnerID=40&md5=674c2e891de2c038e09382553403ed87,"Designing, building, and testing are integral parts of an engineering degree program. Engineers are problem solvers and innovators who develop solutions for technical, societal, and commercial problems. Undergraduate engineering degree programs are the training ground to produce future engineers with appropriate knowledge and skills. This paper describes a process to incorporate major design experiences that prepares students for professional engineering practices. Design experience starts in the first semester and is an integral part of the curriculum throughout the four years. Students finish with major design experiences in their junior and senior years. ABET student outcomes are followed as guidelines while implementing design projects. Co-operative education with industries plays an important role by providing real-life engineering experiences to the undergraduate students. © 2019 IEEE.",2019,"December 22, 2022 12:47 PM (GMT)","December 22, 2022 12:47 PM (GMT)",,174-179,,,,,,,,,,,Institute of Electrical and Electronics Engineers Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muu aihe,,,,,,,No,,,,,,,,
WQ3V9PPH,conferencePaper,2022,"Wang, Bingshu; Liu, Wenjie; Dong, Yan; Luo, Zhaofeng",The Practice of Literature Knowledge Mining and Analysis Management for Improving Students' Information Literacy,2022 4th International Conference on Computer Science and Technologies in Education (CSTE),,,10.1109/CSTE55932.2022.00044,,"With huge amount of information emerging every day, it brings challenges to advanced undergraduate students and junior postgraduate students. Actually, those students have different levels of information literacy due to the diversity of students' backgrounds. To improve students' information literacy, this paper designs a course, which puts it into practice by a class of software engineering major. The course structure consists of three parts that aims to improve students' three abilities: learning ability, academic research ability, and innovation ability. For learning ability, multiple usages of searching engines are added to help develop their search quotient. For academic research ability, how to search in many databases and how to manage the literatures are important issues. For innovation ability, how to evaluate innovations and how to manage one's inspirations are included. These three abilities are trained by project assignment that is required in a limited time. A questionnaire is carried out to obtain the feedbacks of participants. The results shed light on that the design of our course achieves good results with high satisfaction degree. It shows that the proposed course structure is very welcome and it has promising applications in other majors.",2022-05,"December 22, 2022 12:47 PM (GMT)","December 22, 2022 12:47 PM (GMT)",,202-206,,,,,,,,,,,,,,,,,,,,,,,,Databases; Software engineering; Computer science; Education; Technological innovation; Engines; efficient academic research; information literacy; learning ability; literature knowledge mining,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muu aihe,,,,,,,No,,,,,,,,
WQ452XNX,conferencePaper,2018,"Alegre, Raquel; Georgoulas, Anastasis; Grieve, Stuart; Robson, Eleanor",Democratizing Ancient Mesopotamian Research through Digital Scholarship,2018 IEEE 14th International Conference on e-Science (e-Science),,,10.1109/eScience.2018.00074,,"Since the 19th century, historians and archaeologists have compiled transliterations and translations of surviving cuneiform texts from the Middle East area, documenting the ancient history of the region, c. 3000 BC–75 AD. The Open Richly Annotated Cuneiform Corpus (Oracc)1 is an international collaborative effort to gather and digitise a complete collection of cuneiform texts and their translations, with the goal of making them available to researchers and students worldwide. Oracc was developed ten years ago around the core value of ensuring accessibility to a broad audience, rather than a select group of experts. This principle presented new technological challenges, but has equally offered important benefits. Initial transliteration of cuneiform tablets into the ASCII Transliteration Format (ATF) was performed using an Emacs plugin, the use of which was challenging for novice and experienced users alike. This precipitated the development of Nammu [1], a dedicated editor for files written in ATF, to provide a consistent environment for users to contribute to Oracc projects. This is an important step in the democratization of this research as it lowers the technological expertise required to join the platform, and reduces the amount of time needed to train new users, which was previously a large drain on Principal Investigators’ time and resources. Nammu in turn takes advantage of pyORACC [2], a bespoke library developed for parsing ATF files and a key enabler of automation in the project. Separately to the editing considerations, the Oracc website hosts the body of information editions and translations that researchers from different groups have accumulated during their work. An important aspect of this is the search capability it offers, allowing a user to retrieve information about a subject or term of their choice. A new version of this functionality is being developed, using the ElasticSearch platform to index and efficiently search large bodies of text. Users can choose to query the compiled glossaries, looking for words with a particular meaning, or for the meaning and appearances of a transliterated cuneiform term. Alternatively, they will be able to search through the information pages for a topic of their choice, effectively using the website as a domain-specific search engine. This dual functionality has been chosen so as to make the search of interest to both domain experts and the general public. Early versions of Nammu focused on the transliteration and translation of cuneiform into English and other European languages. Meanwhile, decades of war and political instability across the Middle East have prevented researchers from Iraq, Syria and neighbouring countries from contributing to the ancient history Programming work on Oracc is funded by UCL’s School of Social and Historical Sciences, and through the Nahrein Network’s grant from the UK Arts and Humanities Council’s Global Challenges Research Fund. 1http://oracc.org of their region, and excluded local communities from benefiting socially, economically or intellectually from that research. To address this pressing issue, the latest developments of Nammu have focused on the introduction of support for right to left languages such as Arabic, Kurdish and Farsi. This has required the redesign of the software to allow the interleaving of the left-to-right ATF transliterations and right-to-left language translations. Similarly, the new website search is being developed with an international audience in mind, particularly from the Middle East. These concerns are central to the Nahrein Network2, which is driving the next step in Oracc’s development. The Network’s core mission is to foster the sustainable development of history, heritage and the humanities in post-conflict Iraq and its neighbours through collaborative, capacity-building research. Naturally, this involves establishing a dialogue with local scholarly communities in order to identify requirements particular to the region (such as the means of accessing digital content and any related challenges). These are then taken into account in all aspects, including software development. The digital outputs of Oracc play a crucial role in the Nahrein Network’s effort, by enabling access to data and tools for communities internationally. Work on the project involves professional software developers with scientific experience (Research Software Engineers) collaborating with academics from the domain. This collaboration grew organically as the scale of the project increased beyond what the original contributors could support, making the need for automation and more sophisticated technical solutions clearer. This practice continues to the present, with academics describing what features are required, advising on future developments, and being informed by the developers on their technological choices, while also providing domain knowledge when deeper comprehension is required or beneficial. Maintaining this open dialogue and understanding between the two sides has been key to the project’s success and sustainability. In keeping with the spirit of openness, one of the core decisions has been to use existing standards (such as XML and JSON) as much as possible, release the source code of developed tools3, and provide detailed documentation for interested parties. These practices have led to users from other groups not only adopting the software, but also contributing to its development.",2018-10,"December 22, 2022 12:47 PM (GMT)","December 22, 2022 12:47 PM (GMT)",,322-322,,,,,,,,,,,,,,,,,,,,,,,,Software; Conferences; Collaboration; History; Automation; Sustainable development; Scholarships,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muu aihe,,,,,,,No,,,,,,,,
WQCNXJF7,conferencePaper,2017,"Zamansky, A.; Reinhartz-Berger, I.",Visualizing code variabilities for supporting reuse decisions,CEUR Workshop Proceedings,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033437286&partnerID=40&md5=5b543b9487063e4b379e2d5029105b22,"Software reuse is the practice of using artifacts from existing systems to build new ones. It has been shown effective for improving quality and maintainability and for reducing cost and development time. Human factors have been identified as significant barriers to a wider adoption of reuse practices in industry. In this paper we consider a tool-supported approach for systematic reuse of object-oriented programs (written in Java) based on polymorphism-inspired mechanisms. The suggested tool gets as input implementations of multiple products, and produces a visual representation of the similarities and variabilities between their classes in terms of exhibits behaviors, as well as presents possible reuse options. We discuss the suitability of this approach for educational and training settings, and specifically for supporting reuse decisions of novice developers.",2017,"December 22, 2022 12:47 PM (GMT)","December 22, 2022 12:47 PM (GMT)",,25-34,,,1954,,,,,,,,CEUR-WS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muu aihe,,,,,,,No,,,,,,,,
WR667GAP,conferencePaper,2022,"Suetake, K.; Tanaka, T.",A Support System for Programming Exercises Using Test-first Approach,"Proceedings - 2022 12th International Congress on Advanced Applied Informatics, IIAI-AAI 2022",,,10.1109/IIAIAAI55812.2022.00044,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139560147&doi=10.1109%2fIIAIAAI55812.2022.00044&partnerID=40&md5=2993bdf9c229c8b50b2b2c89d97059e9,"In programming exercises for novice learners, the learners often satisfied with that their programs 'work' at a first glance, and they neglect to test the programs work properly. Making test cases and modifying programs are necessary training for the learners to comprehend behavior of the programs. Therefore, we propose a method for learning programming using test-first approach and a system to support it. Test-first approach is an approach for programming that a programmer makes tests before making programs. Therefore, we decided to apply the approach to the exercises in order to get the learners in habit of testing their programs. The system supports the learners to make test cases and evaluate them. When a learner submits her/his test cases for a question, the system points out missing test cases and gives hints based on a correct answer by a teacher. When the learner submits her/his program, the system executes the tests made by the learner and the teacher and displays the results. This paper describes the method, system, and a preliminary experiment to evaluate the system. © 2022 IEEE.",2022,"December 22, 2022 12:47 PM (GMT)","December 22, 2022 12:47 PM (GMT)",,178-181,,,,,,,,,,,Institute of Electrical and Electronics Engineers Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oppilaitosten tai opiskelijoiden näkökulma,,,,,,,No,,,,,,,,
